HEADER: 9,"EventID","TrackID","Particle","FinalKineticEnergy","FinalPosX","FinalPosY","FinalPosZ","FinalDirTheta","FinalDirPhi"
2787,1,"gamma",1,0.139741,0.181267,36,0.63272,52.3708
2789,1,"gamma",0.962216,-1.41745,5.77211,36,11.6385,103.797
2810,1,"gamma",1,0,0,36,0,0
2817,1,"gamma",0.981426,1.1377,1.42497,36,8.55187,51.3959
2821,1,"gamma",1,0,0,36,0,0
2836,1,"gamma",1,0,0,36,0,0
2864,1,"gamma",1,0,0,36,0,0
2868,1,"gamma",0.903724,0.452309,-3.90217,36,19.9858,-83.3882
2877,1,"gamma",0.781694,-3.54892,14.8889,36,31.3104,103.407
2886,1,"gamma",0.74161,-7.39341,-2.2149,36,33.5083,-163.323
2887,1,"gamma",0.720692,4.21201,-2.42631,36,37.9174,-29.9439
2890,1,"gamma",0.673007,2.00155,0.232978,36,40.6732,6.6393
2921,1,"gamma",1,0,0,36,0,0
2926,1,"gamma",1,0,0,36,0,0
2929,1,"gamma",0.318605,2.96829,-1.12747,36,55.3239,32.3673
2935,1,"gamma",1,0,0,36,0,0
2937,1,"gamma",1,0,0,36,0,0
2954,1,"gamma",1,0,0,36,0,0
2962,1,"gamma",0.989709,-0.658167,-0.60089,36,3.23828,-137.605
2972,1,"gamma",0.790146,0.000569835,0.000379803,36,40.1414,33.684
2972,2,"e-",0.118974,-0.000703417,-0.000469344,36,58.3757,70.0653
2981,1,"gamma",0.749222,1.46895,-10.9335,36,34.604,-82.348
2987,1,"gamma",0.86787,-7.45781,5.38421,36,28.4508,144.172
3003,1,"gamma",1,0,0,36,0,0
3005,1,"gamma",1,0,0,36,0,0
3020,1,"gamma",1,-0.387772,0.784919,36,1.6567,116.291
3022,1,"gamma",0.903151,4.06731,-2.24768,36,5.7485,-71.1398
3049,1,"gamma",1,0,0,36,0,0
3054,1,"gamma",0.630602,-1.26674,0.700377,36,47.1573,141.6
3055,1,"gamma",0.656274,-5.43994,-7.17308,36,44.758,-127.176
3072,1,"gamma",0.809114,-19.2243,0.792617,36,28.3993,177.639
3076,1,"gamma",0.65342,0.182656,-0.367977,36,24.1516,-75.912
3080,1,"gamma",0.654516,-12.7265,3.33462,36,20.4153,117.909
3099,1,"gamma",1,0,0,36,0,0
3105,1,"gamma",1,0,0,36,0,0
3113,1,"gamma",1,0,0,36,0,0
3114,1,"gamma",0.974638,-2.66549,3.30029,36,12.9965,128.926
3133,1,"gamma",1,0,0,36,0,0
3161,1,"gamma",1,0,0,36,0,0
3192,1,"gamma",1,0,0,36,0,0
3206,1,"gamma",0.567815,-8.18022,-1.94027,36,12.369,165.415
3221,1,"gamma",1,0,0,36,0,0
3238,1,"gamma",1,0,0,36,0,0
3240,1,"gamma",1,0,0,36,0,0
3252,1,"gamma",1,0,0,36,0,0
3255,1,"gamma",0.765004,0.480571,13.629,36,38.6772,87.9805
3270,1,"gamma",1,0,0,36,0,0
3284,1,"gamma",0.861808,9.32701,-7.48558,36,24.4393,-38.7495
3285,1,"gamma",0.661976,25.4581,14.2901,36,42.0454,25.7824
3287,1,"gamma",1,0,0,36,0,0
3292,1,"gamma",0.895409,3.94737,-10.1471,36,20.0021,-68.7433
3297,1,"gamma",0.938117,6.07043,-0.567964,36,19.3051,-5.34517
3301,1,"gamma",1,0,0,36,0,0
3306,1,"gamma",1,0,0,36,0,0
3313,1,"gamma",0.807779,-4.0594,2.83657,36,29.9162,144.493
3329,1,"gamma",1,0,0,36,0,0
3334,1,"gamma",1,0,0,36,0,0
3335,1,"gamma",0.671331,3.227,11.7916,36,42.0286,74.6946
3345,1,"gamma",1,0,0,36,0,0
3349,1,"gamma",1,0,0,36,0,0
3350,1,"gamma",1,0,0,36,0,0
3353,1,"gamma",1,0,0,36,0,0
3354,1,"gamma",0.543694,-1.36713,-4.97238,36,27.374,-63.0696
3359,1,"gamma",0.431655,-20.9112,3.97444,36,47.6886,106.96
3367,1,"gamma",1,0,0,36,0,0
3370,1,"gamma",1,0,0,36,0,0
3377,1,"gamma",0.855893,-0.265861,-0.557042,36,15.0945,-119.91
3378,1,"gamma",1,0,0,36,0,0
3382,1,"gamma",0.706251,-3.09906,8.97467,36,38.4992,109.05
3393,1,"gamma",1,0,0,36,0,0
3395,1,"gamma",1,0.136468,-0.0257501,36,0.569358,-10.6855
3403,1,"gamma",1,0,0,36,0,0
3409,1,"gamma",0.871478,11.6584,-5.50233,36,22.4461,-25.2656
3438,1,"gamma",0.657246,-3.48936,-0.0513363,36,58.8721,-179.318
3446,1,"gamma",0.969817,1.48426,0.74894,36,11.3027,26.775
3450,1,"gamma",1,0,0,36,0,0
3465,1,"gamma",1,0,0,36,0,0
3470,1,"gamma",1,0,0,36,0,0
3476,1,"gamma",0.945384,0.308025,-4.95386,36,14.7981,-86.442
3478,1,"gamma",1,0,0,36,0,0
3489,1,"gamma",1,0,0,36,0,0
3496,1,"gamma",1,0,0,36,0,0
3497,1,"gamma",1,0,0,36,0,0
3504,1,"gamma",0.859998,-0.914033,-1.26812,36,24.1855,-126.361
3509,1,"gamma",1,0,0,36,0,0
3510,1,"gamma",1,0,0,36,0,0
3512,1,"gamma",1,0,0,36,0,0
3520,1,"gamma",0.614454,6.76645,16.5064,36,47.5859,67.7099
3524,1,"gamma",1,0,0,36,0,0
3529,1,"gamma",0.604884,-24.4899,-14.2886,36,47.2897,-173.906
3535,1,"gamma",1,0,0,36,0,0
3553,1,"gamma",0.701048,3.39474,1.84402,36,39.2466,28.5107
3557,1,"gamma",1,0.477807,1.50042,36,9.55972,72.3359
3561,5,"gamma",0.087534,-0.0158443,0.286087,36,38.5768,52.864
3564,1,"gamma",0.99527,0.0164671,-0.562132,36,4.16011,-88.3221
3566,1,"gamma",0.721132,0.913373,-1.95285,36,37.0057,-64.9339
3582,1,"gamma",0.979717,2.92256,0.0427484,36,7.87353,0.838008
3588,1,"gamma",0.957612,4.65947,2.09028,36,12.0936,24.1614
3598,1,"gamma",0.805352,-1.25852,-9.20838,36,29.5732,-97.7824
3601,1,"gamma",0.694354,13.8569,26.9176,36,43.7344,62.761
3619,1,"gamma",1,0,0,36,0,0
3626,1,"gamma",1,0,0,36,0,0
3640,1,"gamma",1,0,0,36,0,0
3642,1,"gamma",0.572027,13.2535,23.4402,36,47.1575,71.9552
3671,1,"gamma",0.919215,-1.09534,1.55745,36,19.2234,121.208
3695,1,"gamma",1,0,0,36,0,0
3709,1,"gamma",1,0,0,36,0,0
3720,1,"gamma",0.816751,1.89384,0.308817,36,25.6635,9.26139
3733,1,"gamma",0.954426,-3.30829,-0.424106,36,11.2471,-172.695
3741,1,"gamma",1,0,0,36,0,0
3753,1,"gamma",1,0,0,36,0,0
3765,1,"gamma",1,0,0,36,0,0
3767,1,"gamma",0.805024,6.13268,8.38313,36,29.5207,53.8126
3775,1,"gamma",1,0,0,36,0,0
3776,1,"gamma",1,0,0,36,0,0
